geo_id,community
0,2
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,2
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,2
41,2
42,2
43,1
44,1
45,0
46,0
47,2
48,0
49,2
50,0
51,1
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,2
68,0
69,0
70,0
71,0
72,0
73,3
74,3
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,2
100,0
101,0
102,
103,
104,1
105,0
106,1
107,0
108,0
109,
110,0
111,0
112,1
113,1
114,0
115,2
116,0
117,0
118,0
119,2
120,0
121,0
122,0
123,0
124,1
125,0
126,2
127,2
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,0
138,0
139,3
140,3
141,2
142,2
143,1
144,0
145,0
146,0
147,1
148,0
149,0
150,2
151,2
152,0
153,0
154,0
155,2
156,0
157,1
158,0
159,0
160,3
161,3
162,2
163,1
164,0
165,2
166,0
167,0
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,2
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,0
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,1
224,0
225,0
226,0
227,0
228,3
229,2
230,1
231,1
232,1
233,1
234,0
235,3
236,3
237,2
238,2
239,0
240,0
241,0
242,2
243,2
244,0
245,2
246,0
247,0
248,1
249,0
250,0
251,0
252,0
253,0
254,0
255,1
256,0
257,0
258,0
259,0
260,1
261,3
262,3
